2024-10-04 09:40:59,400::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:01:59,726::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:03:29,548::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:03:29,551::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:03:29,742::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:03:29,746::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:04:59,556::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:04:59,558::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:04:59,746::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:04:59,755::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:06:29,573::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:06:29,576::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:06:29,764::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:06:29,769::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:07:59,576::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:07:59,578::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:07:59,774::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:07:59,784::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:09:29,583::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:09:29,586::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:09:29,775::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:09:29,777::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:10:59,593::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:10:59,596::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:10:59,783::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:10:59,785::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:12:29,595::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:12:29,598::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:12:29,788::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:12:29,794::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:13:59,605::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:13:59,608::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Sonarr/4.0.9.2244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'tv', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:13:59,800::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'queue', 'start': '0', 'limit': '0', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
2024-10-04 10:13:59,802::DEBUG::[interface:144] Request GET /api from ::ffff:10.89.0.19 [Radarr/5.11.0.9244 (alpine 3.20.3)] {'mode': 'history', 'start': '0', 'limit': '60', 'category': 'movies', 'apikey': 'ca034bb15a2647fbbd0bb7bd96cc0390', 'output': 'json'}
